FACILITY NAME,Full Address,Street #,Street Name,Suite,City,Province,Postal Code,Ward,Performance,Exhibition / Visual Arts,Screen Based,Library,Multipurpose,Heritage,OWNERSHIP,,,
Karen Franzen's Gallery,"3 Wembley Drive, Toronto, ON, M4L 3C9",3,Wembley Drive,,Toronto,ON,M4L 3C9,32,,1,,,,,Owned by others,,,
Beaches Recreation Centre,"6 Williamson Road, Toronto, ON, M4E 2P4",6,Williamson Road,,Toronto,ON,M4E 2P4,32,,1,,,1,,City Owned,,,
Glen Ames Senior Public School,"18 Williamson Road, Toronto, ON, M4E 1K5",18,Williamson Road,,Toronto,ON,M4E 1K5,32,1,1,1,,1,,Owned by others,,,
Kew Beach United Church,"140 Wineva Avenue, Toronto, ON, M4E 2T4",140,Wineva Avenue,,Toronto,ON,M4E 2T4,32,1,,,,1,,Owned by others,,,
S.H. Armstrong Community Recreation Centre,"56 Woodfield Road, Toronto, ON, M4L 2W6",56,Woodfield Road,,Toronto,ON,M4L 2W6,32,,,,,1,,City Owned,,,
Don Valley Bible Chapel,"25 Axsmith Crescent, Toronto, ON, M2J 3K3",25,Axsmith Crescent,,Toronto,ON,M2J 3K3,33,1,,,,1,,Owned by others,,,
Oriole Community Centre,"2975 Don Mills Road West, Toronto, ON, M2J 3B7",2975,Don Mills Road West,,Toronto,ON,M2J 3B7,33,,,,,1,,City Owned,,,
Fairview Branch + Theatre (TPL),"35 Fairview Mall Drive, Toronto, ON, M2J 4S4",35,Fairview Mall Drive,,Toronto,ON,M2J 4S4,33,1,,,1,1,,City Operated,,,
Zion Schoolhouse,"1091 Finch Avenue East, Toronto, ON, M2J 2X3",1091,Finch Avenue East,,Toronto,ON,M2J 2X3,33,1,1,,,,1,City Owned,,,
Armenian Community Centre of Toronto,"45 Hallcrown Place, Toronto, ON, M2J 4Y4",45,Hallcrown Place,,Toronto,ON,M2J 4Y4,33,1,,,,,,Owned by others,,,
Hamazkayin Theatre,"50 Hallcrown Place, Toronto, ON, M2J 1P6",50,Hallcrown Place,,Toronto,ON,M2J 1P6,33,1,,,,,,Owned by others,,,
St. Timothy's Church Hall,"21 Leith Hill Road, Toronto, ON, M2J 1Y9",21,Leith Hill Road,,Toronto,ON,M2J 1Y9,33,1,,,,,,Owned by others,,,
Fairview Mall (Community Information Fairview),"1800 Sheppard Avenue East, Toronto, ON, M2J 5A7",1800,Sheppard Avenue East,,Toronto,ON,M2J 5A7,33,1,1,,,,,Owned by others,,,
Pleasantview CC,"545 Van Horne Avenue, Toronto, ON, M2J 4S8",545,Van Horne Avenue,,Toronto,ON,M2J 4S8,33,,,,,1,,City Owned,,,
Pleasant View Branch (TPL),"575 Van Horne Avenue, Toronto, ON, M2J 4S8",575,Van Horne Avenue,,Toronto,ON,M2J 4S8,33,1,,,1,1,,City Operated,,,
Faith Miracle Temple,"280 Yorkland Boulevard, Toronto, ON, M2J 5C7",280,Yorkland Boulevard,,Toronto,ON,M2J 5C7,33,1,1,,,1,,Owned by others,,,
Epitome Pictures,"220 Bartley Drive, Toronto, M4A 1G2, 34",220,Bartley Drive,,Toronto,ON,M4A 1G2,34,,,1,,,,Owned by others,,,
Brookbanks Branch (TPL),"210 Brookbanks Drive, Toronto, M3A 2T8, 34",210,Brookbanks Drive,,Toronto,ON,M3A 2T8,34,1,,,1,,,City operated,,,
Latvian Canadian Cultural Centre,"4 Credit Union Drive, Toronto, M4A 2N8, 34",4,Credit Union Drive,,Toronto,ON,M4A 2N8,34,1,1,,,,,Owned by others,,,
Graydon Hall Manor,"185 Graydon Hall Drive, Toronto, M3A 3B4, 34",185,Graydon Hall Drive,,Toronto,ON,M3A 3B4,34,,,,,1,,Owned by others,,,
Bayview Glen Upper School Theatre,"85 Moatfield Drive, Toronto, M3B 3L6, 34",85,Moatfield Drive,,Toronto,ON,M3B 3L6,34,1,1,,,,,Owned by others,,,
Parkwoods United Church G.C. Hall,"85 Parkwoods Village Drive, Toronto, M3A 2X9, 34",85,Parkwoods Village Drive,,Toronto,ON,M3A 2X9,34,1,,,,1,,Owned by others,,,
Toronto International Celebration Church,"190 Railside Road, Toronto, M3A 1A3, 34",190,Railside Road,,Toronto,ON,M3A 1A3,34,1,,,,,,Owned by others,,,
Senator O'Connor College School,"60 Rowena Drive, Toronto, M3A 3R2, 34",60,Rowena Drive,,Toronto,ON,M3A 3R2,34,,,,,1,,Owned by others,,,
Victoria Village Branch (TPL),"184 Sloane Avenue, Toronto, M4A 2C4, 34",184,Sloane Avenue,,Toronto,ON,M4A 2C4,34,1,,,1,,,City operated,,,
Donway Baptist Church,"235 The Donway East, Toronto, M3B 2Y8, 34",235,The Donway East,,Toronto,ON,M3B 2Y8,34,1,,,,1,,Owned by others,,,
Jubilee United Church,"40 Underhill Drive, Toronto, M3A 2J5, 34",40,Underhill Drive,,Toronto,ON,M3A 2J5,34,1,,,,1,,Owned by others,,,
Emmanuel Lutheran Manor,"1684 Victoria Park Avenue, Toronto, M1R 1R1, 34",1684,Victoria Park Avenue,,Toronto,ON,M1R 1R1,34,1,,,,,,Owned by others,,,
Westin Prince Hotel,"900 York Mills Road, Toronto, M3B 3H2, 34",900,York Mills Road,,Toronto,ON,M3B 3H2,34,,,,,1,,Owned by others,,,
O'Connor House,"50 Rowena Drive, Toronto, M3A 3R2, 34",50,Rowena Drive,,Toronto,ON,M3A 3R2,34,1,1,,,1,1,Owned by others,,,
Albert Campbell Branch (TPL),"496 Birchmount Road, Toronto, ON, M1K 1N8",496,Birchmount Road,,Toronto,ON,M1K 1N8,35,1,,,1,1,,City Operated,,,
AccessPoint on Danforth (Access Alliance),"3079 Danforth Avenue, Toronto, ON, M1L 1A8",3079,Danforth Avenue,,Toronto,ON,M1L 1A8,35,,,,,1,,Owned by others,,,
Ellas Restaurant Limited,"35 Danforth Road, Toronto, ON, M1L 3W5",35,Danforth Road,,Toronto,ON,M1L 3W5,35,1,,,,1,,Owned by others,,,
Don Montgomery Community Recreation Centre,"2467 Eglinton Avenue East, Toronto, ON, M1K 2R1",2467,Eglinton Avenue East,,Toronto,ON,M1K 2R1,35,,,,,1,,City Owned,,,
Eglinton Square Branch (TPL),"1 Eglinton Square, Unit 126, Toronto, ON, M1L 2K1",1,Eglinton Square,Unit 126,Toronto,ON,M1L 2K1,35,1,,,1,1,,City Operated,,,
W.A. Porter Collegiate Institute,"40 Fairfax Crescent, Toronto, ON, M1L 4V7",40,Fairfax Crescent,,Toronto,ON,M1L 4V7,35,1,,,,1,,Owned by others,,,
Warden Woods Community Centre,"74 Firvalley Court, Toronto, ON, M1L 1N9",74,Firvalley Court,,Toronto,ON,M1L 1N9,35,,,,,1,,Owned by others,,,
Warden Hilltop Community Centre,"25 Mendelssohn Street, Toronto, ON, M1L 0G9",25,Mendelssohn Street,,Toronto,ON,M1L 0G9,35,1,1,,,1,,City Owned,,,
Oakridge Community Recreation Centre,"63 Pharmacy Avenue, Toronto, ON, M1L 3E4",63,Pharmacy Avenue,,Toronto,ON,M1L 3E4,35,1,,,,1,,City Operated,,,
West Scarborough Neighbourhood Centre (West Scarborough Boys & Girls Club),"313 Pharmacy Avenue, Toronto, ON, M1L 3E7",313,Pharmacy Avenue,,Toronto,ON,M1L 3E7,35,,,,,1,,City Owned,,,
Commercial Studios Limited,"793 Pharmacy Avenue, Toronto, ON, M1L 3K2",793,Pharmacy Avenue,,Toronto,ON,M1L 3K2,35,,,1,,,,Owned by others,,,
Church of St. Bede,"79 Westbourne Avenue, Toronto, ON, M1L 2Y5",79,Westbourne Avenue,,Toronto,ON,M1L 2Y5,35,1,,,,,,Owned by others,,,
Our Lady of Fatima Shrine,"3170 St. Clair Avenue East, Toronto, ON, M1L 1V6",3170,St. Clair Avenue East,,Toronto,ON,M1L 1V6,35,1,,,,,,Owned by others,,,
Birchmount Community Centre,"93 Birchmount Road, Toronto, ON, M1N 3J7",93,Birchmount Road,,Toronto,ON,M1N 3J7,36,,,,,1,,City Owned,,,
Bluffers Restaurant,"7 Brimley Road South, Toronto, ON, M1M 3W3",7,Brimley Road South,,Toronto,ON,M1M 3W3,36,,,,,1,,Owned by others,,,
Bluffer's Park,"1 Brimley Road South, Toronto, ON, M1M 3W3",1,Brimley Road South,,Toronto,ON,M1M 3W3,36,,,,,1,,City Owned,,,
Birchmount Park Collegiate Institute,"3663 Danforth Avenue, Toronto, ON, M1N 2G2",3663,Danforth Avenue,,Toronto,ON,M1N 2G2,36,1,,,,1,,Owned by others,,,
Birchcliff Bluffs United Church,"33 East Road, Toronto, ON, M1N 1Z9",33,East Road,,Toronto,ON,M1N 1Z9,36,1,1,,,1,,Owned by others,,,
Taylor Memorial Branch (TPL),"1440 Kingston Road, Toronto, ON, M1N 1R3",1440,Kingston Road,,Toronto,ON,M1N 1R3,36,,,,1,,,City Owned,,,
St. Nicholas Anglican Church,"1512 Kingston Road, Toronto, ON, M1N 1R5",1512,Kingston Road,,Toronto,ON,M1N 1R5,36,1,,,,,,Owned by others,,,
Won Studio,"1567 Kingston Road, Toronto, ON, M1N 1R9",1567,Kingston Road,,Toronto,ON,M1N 1R9,36,,1,1,,,,Owned by others,,,
"Scarborough Arts, Harrison Estate Grounds, The Bluffs Gallery","1859 Kingston Road, Toronto, ON, M1N 1T3",1859,Kingston Road,,Toronto,ON,M1N 1T3,36,,1,,,1,,City Owned,,,
Harrison Estates Park,"1859 Kingston Road, Toronto, ON, M1N 1T3",1859,Kingston Road,,Toronto,ON,M1N 1T3,36,1,,,,,,City Owned,,,
Cliffcrest Branch (TPL),"3017 Kingston Road, Toronto, ON, M1M 1P1",3017,Kingston Road,,Toronto,ON,M1M 1P1,36,,,,1,,,City operated,,,
Qssis Banquet Halls,"3474 Kingston Road, Toronto, ON, M1M 1R5",3474,Kingston Road,,Toronto,ON,M1M 1R5,36,1,,,,1,,Owned by others,,,
Momiji  Centre,"3555 Kingston Road, Toronto, ON, M1M 3W4",3555,Kingston Road,,Toronto,ON,M1M 3W4,36,1,1,,,1,,Owned by others,,,
"Scarborough Village Recreation Centre, Scarborough Village Theatre","3600 Kingston Road, Toronto, ON, M1M 1R9",3600,Kingston Road,,Toronto,ON,M1M 1R9,36,1,,,,1,,City Owned,,,
St. Boniface Parish,"21 Markanna Drive, Toronto, ON, M1M 2H9",21,Markanna Drive,,Toronto,ON,M1M 2H9,36,1,,,,1,,Owned by others,,,
Joy City Church (Check if multipurp),"1 McCowan Road, Toronto, ON, M1M 3L7",1,McCowan Road,,Toronto,ON,M1M 3L7,36,1,,,,1,,Owned by others,,,
R.H. King Academy ,"3800 St. Clair Avenue East, Toronto, ON, M1M 1V3",3800,St. Clair Avenue East,,Toronto,ON,M1M 1V3,36,1,,,,,,Owned by others,,,
Variety Village,"3701 Danforth Avenue, Toronto, ON, M1N 2G2",3701,Danforth Avenue,,Toronto,ON,M1N 2G2,36,,,,,1,,Owned by others,,,
Bond Academy,"1500 Birchmount Road, Toronto, ON, M1P 2G5",1500,Birchmount Road,,Toronto,ON,M1P 2G5,37,1,1,,,1,,Owned by others,,,
Elllesmere Community Centre,"20 Canadian Road, Toronto, ON, M1R 4B4",20,Canadian Road,,Toronto,ON,M1R 4B4,37,,,,,1,,City Owned,,,
Music for Life Conservatory,"1880 Eglinton Avenue East, Toronto, ON, M1L 2L1",1880,Eglinton Avenue East,,Toronto,ON,M1L 2L1,37,1,,,,,,Owned by others,,,
Kennedy/Eglinton Branch (TPL) / ProTech Media Centre,"2380 Eglinton Avenue East, Toronto, ON, M1K 2P3",2380,Eglinton Avenue East,,Toronto,ON,M1K 2P3,37,1,,1,1,,,City Operated,,,
Maryvale Branch (TPL),"85 Ellesmere Road, Unit 16, Toronto, ON, M1R 4B9",85,Ellesmere Road,Unit 16,Toronto,ON,M1R 4B9,37,,,,1,1,,City Operated,,,
Birkdale Community Centre,"1299 Ellesmere Road, Toronto, ON, M1P 2Y2",1299,Ellesmere Road,,Toronto,ON,M1P 2Y2,37,,,,,1,,City Owned,,,
The Church of St. Jude Wexford,"10 Howarth Avenue, Toronto, ON, M1R 1H4",10,Howarth Avenue,,Toronto,ON,M1R 1H4,37,,,,,1,,Owned by others,,,
Jack Goodlad Community Centre,"929 Kennedy Road, Toronto, ON, M1K 2E8",929,Kennedy Road,,Toronto,ON,M1K 2E8,37,,,,,1,,City Owned,,,
Souhair Belly Dancing Troupe,"22 Landseer Road, Toronto, ON, M1K 3A7",22,Landseer Road,,Toronto,ON,M1K 3A7,37,1,,,,,,Owned by others,,,
McGregor Park Branch (TPL),"2219 Lawrence Avenue East, Toronto, ON, M1P 2P5",2219,Lawrence Avenue East,,Toronto,ON,M1P 2P5,37,,,,1,1,,City Operated,,,
McGregor Park Recreation Centre,"2231 Lawrence Avenue East, Toronto, ON, M1P 2P5",2231,Lawrence Avenue East,,Toronto,ON,M1P 2P5,37,,,,,1,,City Owned,,,
Iondale Heights United Church,"115 Ionview Road, Toronto, ON, M1K 3A1",115,Ionview Road,,Toronto,ON,M1K 3A1,37,,,,,1,,Owned by others,,,
Wexford Collegiate Institute,"1176 Pharmacy Avenue, Toronto, ON, M1R 2H5",1176,Pharmacy Avenue,,Toronto,ON,M1R 2H5,37,1,,,,1,,Owned by others,,,
Intercultural Dialogue Centre,"777 Supertest Road, Unit 2, Toronto, ON, M3J 2M9",777,Supertest Road,Unit 2,Toronto,ON,M3J 2M9,37,,,,,1,,Owned by others,,,
Scarborough Civic Centre (Alberta Campbell Square),"150 Borough Drive, Toronto, ON, M1P 4N7",150,Borough Drive,,Toronto,ON,M1P 4N7,38,1,1,,,1,,City Owned,,,
Scarborough Historical Museum,"1007 Brimley Road, Toronto, ON, M1P 3K8",1007,Brimley Road,,Toronto,ON,M1P 3K8,38,,1,,,1,1,City Owned,,,
Bendale Branch (Library),"1515 Danforth Road, Toronto, ON, M1J 1H5",1515,Danforth Road,,Toronto,ON,M1J 1H5,38,1,,,1,1,,City Owned,,,
Cedarbrook Community Centre,"91 Eastpark Boulevard, Toronto, ON, M1H 1C6",91,Eastpark Boulevard,,Toronto,ON,M1H 1C6,38,,,,,1,,City Owned,,,
Heart Beatz / Cliffcrest Community Centre,"2938 Eglinton Avenue East, Toronto, ON, M1J 2E4",2938,Eglinton Avenue East,,Toronto,ON,M1J 2E4,38,,,,,1,,Owned by others,,,
Scarborough Centennial Community Centre,"1967 Ellesmere Road, Toronto, ON, M1H 2W5",1967,Ellesmere Road,,Toronto,ON,M1H 2W5,38,,,,,1,,City Owned,,,
Woburn Collegiate Institute,"2222 Ellesmere Road, Toronto, ON, M1G 3M3",2222,Ellesmere Road,,Toronto,ON,M1G 3M3,38,1,,,,1,,Owned by others,,,
Global Kingdom Ministries (GKM),"1250 Markham Road, Toronto, ON, M1H 3B4",1250,Markham Road,,Toronto,ON,M1H 3B4,38,1,,,,,,Owned by others,,,
Centennial College Residences & Conference Centre,"940 Progress Avenue, Toronto, ON, M1G 3T5",940,Progress Avenue,,Toronto,ON,M1G 3T5,38,,,,,1,,Owned by others,,,
Scarborough Town Centre YMCA,"230 Town Centre Court, Toronto, ON, M1P 4Y7",230,Town Centre Court,,Toronto,ON,M1P 4Y7,38,1,1,,,1,,Owned by others,,,
Epiphany of Our Lord Catholic Church,"3200 Pharmacy Avenue, Toronto, ON, M1W 3J5",3200,Pharmacy Avenue,,Toronto,ON,M1W 3J5,39,,,,,1,,Owned by others,,,
Miliken Chinese Community Church,"390 Bamburgh Circle, Toronto, ON, M1W 3X3",390,Bamburgh Circle,,Toronto,ON,M1W 3X3,39,,,,,1,,Owned by others,,,
Good Shepherd Community Church,"390 Bamburgh Circle, Toronto, ON, M1W 3X3",390,Bamburgh Circle,,Toronto,ON,M1W 3X3,39,,,,,1,,Owned by others,,,
Steeles Library (TPL),"375 Bamburgh Circle, C107, Toronto, ON, M1W 3Y1",375,Bamburgh Circle,C107,Toronto,ON,M1W 3Y1,39,,,,1,,,City Owned,,,
Chester Le Community Centre,"201 Chester Le Blvd., 2nd Floor, Toronto, ON, M1W 2K7
",201,Chester Le Blvd.,2nd Floor,Toronto,ON,"M1W 2K7
",39,,,,,1,,Owned by others,,,
Metropolitan Centre,"3840 Finch Avenue East, Toronto, ON, M1T 3T4",3840,Finch Avenue East,,Toronto,ON,M1T 3T4,39,,,,,1,,Owned by others,,,
St. Nicholas Greek Orthodox Church,"3840 Finch Avenue East, Toronto, ON, M1T 3T4",3840,Finch Avenue East,,Toronto,ON,M1T 3T4,39,,,,,1,,Owned by others,,,
St. Mark's Coptic Orthodox Church,"41 Glendinning Avenue, Toronto, ON, M1W 3E2 ",41,Glendinning Avenue,,Toronto,ON,M1W 3E2 ,39,,,,,1,,Owned by others,,,
Toronto Chinese United,"3300 Kennedy Road, Toronto, ON, M1V 3S8",3300,Kennedy Road,,Toronto,ON,M1V 3S8,39,,,,,1,,Owned by others,,,
L'Amoreaux Community Recreation Centre,"2000 McNicoll Avenue, Toronto, ON, M1V 5E9",2000,McNicoll Avenue,,Toronto,ON,M1V 5E9,39,,,,,1,,City Owned,,,
Legacy of Dance Academy,"4077 Gordon Baker Rd., Toronto, ON, M1W 2S7",4077,Gordon Baker Rd.,,Toronto,ON,M1W 2S7,39,1,,,,1,,Owned by others,,,
Bridlewood Library (TPL),"2900 Warden Avenue, 157A, Toronto, ON, M1W 2S8",2900,Warden Avenue,157A,Toronto,ON,M1W 2S8,39,1,,,1,,,City Owned,,,
Stephen Leacock Collegiate Institute,"2450 Birchmount Road, Toronto, ON, M1T 2M5",2450,Birchmount Road,,Toronto,ON,M1T 2M5,40,1,,,,1,,Owned by others,,,
Stephen Leacock Community Recreation Centre,"2520 Birchmount Road, Toronto, ON, M1T 2M5",2520,Birchmount Road,,Toronto,ON,M1T 2M5,40,1,,,,1,,City Owned,,,
Agincourt Branch (TPL),"155 Bonis Avenue, Toronto, ON, M1T 3W6",155,Bonis Avenue,,Toronto,ON,M1T 3W6,40,1,,,1,1,,City Owned,,,
Timothy Eaton Business and Technical Institute,"1251 Bridletowne Circle, Toronto, ON, M1W 2H8",1251,Bridletowne Circle,,Toronto,ON,M1W 2H8,40,1,,,,1,,Owned by others,,,
St. John's United Church,"2 Nobert Road, Toronto, ON, M1T 1C1",2,Nobert Road,,Toronto,ON,M1T 1C1,40,1,,,,1,,Owned by others,,,
Sir John A. MacDonald Collegiate Institute,"2300 Pharmacy Avenue, Toronto, ON, M1W 1H8",2300,Pharmacy Avenue,,Toronto,ON,M1W 1H8,40,1,,,,1,,Owned by others,,,
Church of St. Andrews,"2333 Victoria Park Avenue, Toronto, ON, M1R 1W6",2333,Victoria Park Avenue,,Toronto,ON,M1R 1W6,40,1,,,,,,Owned by others,,,
Agincourt Community Services ,"4155 Sheppard Avenue East, #100, Toronto, ON, M1S 1T4",4155,Sheppard Avenue East,#100,Toronto,ON,M1S 1T4,41,,,,,1,,Owned by others,,,
Agincourt Community Recreation Centre,"31 Glen Watford Drive, Toronto, ON, M1S 2B7",31,Glen Watford Drive,,Toronto,ON,M1S 2B7,41,1,,,,1,,City Owned,,,
Sir Alexander Mackenzie Senior Public School ,"33 Heather Rd. , Toronto, ON, M1S 2E1
",33,Heather Rd. ,,Toronto,ON,"M1S 2E1
",41,1,,,,1,,Owned by others,,,
Sir William Osler High School,"1050 Huntingwood Drive, Toronto, ON, M1S 3H5",1050,Huntingwood Drive,,Toronto,ON,M1S 3H5,41,1,,,,1,,Owned by others,,,
Milliken Park Community Recreation Centre,"4325 McCowan Road, Toronto, ON, M1V 4P1",4325,McCowan Road,,Toronto,ON,M1V 4P1,41,1,1,,,1,,City Owned,,,
Grand Baccus Banquet and Conference Centre,"2155 McNicoll Avenue, Toronto, ON, M1V 5P1",2155,McNicoll Avenue,,Toronto,ON,M1V 5P1,41,1,,,,1,,Owned by others,,,
Islamic Museum,"328 Passmore Avenue, Toronto, ON, M1V 5J5",328,Passmore Avenue,,Toronto,ON,M1V 5J5,41,,1,,,1,,Owned by others,,,
"Royal Canadian Legion, Branch 614","100 Salome Drive, Toronto, ON, M1S 2A8",100,Salome Drive,,Toronto,ON,M1S 2A8,41,,1,,,1,,Owned by others,,,
Albert Campbell Collegiate Institute,"1550 Sandhurst Circle, Toronto, ON, M1V 1S6",1550,Sandhurst Circle,,Toronto,ON,M1V 1S6,41,1,,,,1,,Owned by others,,,
Woodside Square Library (TPL),"1571 Sandhurst Circle, Toronto, ON, M1V 1V2",1571,Sandhurst Circle,,Toronto,ON,M1V 1V2,41,,1,,1,,,City Owned,,,
Ontario Chinese Artists Association,"3838 Midland Avenue, Toronto, ON, M1V 5K5",3838,Midland Avenue,,Toronto,ON,M1V 5K5,41,1,1,,,1,,Owned by others,,,
Agincourt Collegiate Institute,"2621 Midland Avenue, Toronto, ON, M1S 3R6",2621,Midland Avenue,,Toronto,ON,M1S 3R6,41,1,,,,1,,Owned by others,,,
Francis Libermann Catholic High School,"4640 Finch Avenue East, Toronto, ON, M1S 4G2",4640,Finch Avenue East,,Toronto,ON,M1S 4G2,41,1,,,,1,,Owned by others,,,
Sathiya Sai Baba Cultural Centre,"5321 Finch Avenue East, Toronto, ON, M1S 5W2",5321,Finch Avenue East,,Toronto,ON,M1S 5W2,41,,,,,1,,Owned by others,,,
Tsung Tsin Association of Ontario,"3880 Midland Avenue, Toronto, ON, M1V 5K4",3880,Midland Avenue,,Toronto,ON,M1V 5K4,41,,,,,1,,Owned by others,,,
Chinese Professionals Assocation of Canada,"4150 Finch Avenue East, Toronto, ON, M1S 3T9",4150,Finch Avenue East,,Toronto,ON,M1S 3T9,41,,,,,1,,Owned by others,,,
St. Timothy's Angilcan Church,"4125 Sheppard Avenue East, Toronto, ON, M1S 1T2
",4125,Sheppard Avenue East,,Toronto,ON,"M1S 1T2
",41,1,,,,,,Owned by others,,,
Berner Trail Community Centre,"120 Berner Trail, Toronto, ON, M1B 1B3",120,Berner Trail,,Toronto,ON,M1B 1B3,42,,,,,1,,City Owned,,,
Cedar Brae Golf & Country Club,"55 Mac Frost Way, Toronto, ON, M1X 1N6",55,Mac Frost Way,,Toronto,ON,M1X 1N6,42,1,,,,1,,Owned by others,,,
Toronto Zoo,"361 Old Finch Avenue, A, Toronto, ON, M1B 5K7",361,Old Finch Avenue,A,Toronto,ON,M1B 5K7,42,,1,,,,1,City Owned,,,
Burrows Hall CC & Library (TPL),"1081 Progress Avenue, Toronto, ON, M1B 5Z6",1081,Progress Avenue,,Toronto,ON,M1B 5Z6,42,,,,1,1,,City Owned,,,
Malvern Recreation Centre & Library (TPL),"30 Sewells Road, Toronto, ON, M1B 3G5",30,Sewells Road,,Toronto,ON,M1B 3G5,42,,,,1,1,,City Owned,,,
The SPOT,"30 Sewells Road, Toronto, ON, M1B 3G5",30,Sewells Road,,Toronto,ON,M1B 3G5,42,1,1,1,1,1,,City Owned,,,
Blessed Mother Teresa Secondary School,"40 Sewells Road, Toronto, ON, M1B 3G5",40,Sewells Road,,Toronto,ON,M1B 3G5,42,1,,,,1,,Owned by others,,,
"Chinese Cultural Centre of Greater Toronto (P.C. Ho Theatre, Hin-Shiu Hung Art Gallery)","5183 Sheppard Avenue East, Toronto, ON, M1B 5Z5",5183,Sheppard Avenue East,,Toronto,ON,M1B 5Z5,42,1,1,,,,,Owned by others,,,
Lester B. Person Collegiate Institute,"150 Tapscott Road, Toronto, ON, M1B 2L2",150,Tapscott Road,,Toronto,ON,M1B 2L2,42,1,,,,1,,Owned by others,,,
Cedar Ridge Creative Centre,"225 Confederation Drive, Toronto, ON, M1G 1B2",225,Confederation Drive,,Toronto,ON,M1G 1B2,43,,1,,,1,1,City Owned,,,
St. Anne's Orthodox (Ukrainian),"6 Fintona Avenue, Toronto, ON, M1E 1V3",6,Fintona Avenue,,Toronto,ON,M1E 1V3,43,1,,,,,,Owned by others,,,
Sir Wilfrid Laurier Collegiate Institute,"145 Guildwood Parkway, Toronto, ON, M1E 1P5",145,Guildwood Parkway,,Toronto,ON,M1E 1P5,43,1,,,,1,,Owned by others,,,
Guildwood Branch (TPL),"123 Guildwood Parkway, Toronto, ON, M1E 5G5",123,Guildwood Parkway,,Toronto,ON,M1E 5G5,43,,,,1,,,City Operated,,,
"The Guild (Inn, Greek Theatre, Gardens)","201 Guildwood Parkway, Toronto, ON, M1E 195",201,Guildwood Parkway,,Toronto,ON,M1E 195,43,1,,,,,1,City Owned,,,
"East Scarborough Storefront, Tides Canada Initiative Society (Kingston Galoway / Orton Park)","4040 Lawrence Avenue East, Toronto, ON, M1E 2R2",4040,Lawrence Avenue East,,Toronto,ON,M1E 2R2,43,1,1,,,1,,City Owned,,,
Cedarbrae Branch (TPL),"545 Markham Road, Toronto, ON, M1H 2A2",545,Markham Road,,Toronto,ON,M1H 2A2,43,1,,,1,1,,City Owned,,,
Tam Heather Curling & Tennis,"730 Military Trail, Toronto, ON, M1E 4P7",730,Military Trail,,Toronto,ON,M1E 4P7,43,,,,,1,,City Owned,,,
West Hill Collegiate Institute,"350 Morningside Avenue, Toronto, ON, M1E 3G3",350,Morningside Avenue,,Toronto,ON,M1E 3G3,43,1,,,,1,,Owned by others,,,
Curran Hall Community Centre,"277 Orton Park Road, Toronto, ON, M1G 3T4",277,Orton Park Road,,Toronto,ON,M1G 3T4,43,,,,,1,,City Owned,,,
Masaryk Memorial Institute Inc. - Czech and Slovak Cultural Centre,"450 Scarborough Golf Club Road, Toronto, ON, M1G 3V6",450,Scarborough Golf Club Road,,Toronto,ON,M1G 3V6,43,,,,,1,1,Owned by others,,,
Highland Creek Branch (TPL),"3550 Ellesmere Road, Toronto, ON, M1C 3Z2",3550,Ellesmere Road,,Toronto,ON,M1C 3Z2,44,1,,,1,,,City Owned,,,
Scarborough Historical Society - Morrish Store,"6282 Kingston Road, Toronto, ON, M1C 1L2",6282,Kingston Road,,Toronto,ON,M1C 1L2,44,,1,,,1,1,City Owned,,,
Morningside Branch (TPL),"4279 Lawrence Avenue East, Toronto, ON, M1E 2S8",4279,Lawrence Avenue East,,Toronto,ON,M1E 2S8,44,,,,1,1,,Owned by others,,,
Sir Oliver Mowat Collegiate Institute,"5400 Lawrence Avenue East, Toronto, ON, M1C 2C6",5400,Lawrence Avenue East,,Toronto,ON,M1C 2C6,44,1,,,,1,,Owned by others,,,
Port Union Branch (TPL) / Community Centre,"5450 Lawrence Avenue East, Toronto, ON, M1C 3B2",5450,Lawrence Avenue East,,Toronto,ON,M1C 3B2,44,1,,,1,1,,City Owned,,,
St. Dunstan's of Canterbury Anglican Church,"56 Lawson Road, Toronto, ON, M1C 2J2",56,Lawson Road,,Toronto,ON,M1C 2J2,44,1,,,,1,,Owned by others,,,
Heron Park Recreation Centre,"292 Manse Road, Toronto, ON, M1E 3V4",292,Manse Road,,Toronto,ON,M1E 3V4,44,,,,,1,,City Owned,,,
"University of Toronto of Scarborough (ARC Theatre, Attic, Athletic Centre, Doris McCarthy Gallery, Arts & Administration Building, Leigha Lee Brown Theatre)","1265 Military Trail, Toronto, ON, M1C 1A3",1265,Military Trail,,Toronto,ON,M1C 1A3,44,1,1,,,1,,Owned by others,,,
Centennial College (Morningside Campus) - Science and Technology Centre,"755 Morningside Avenue, Toronto, ON, M1C 5J9",755,Morningside Avenue,,Toronto,ON,M1C 5J9,44,1,,,,,,Owned by others,,,
St. Joseph's Church (Highland Creek),"200 Morrish Road, Toronto, ON, M1C 1E8",200,Morrish Road,,Toronto,ON,M1C 1E8,44,1,,,,1,,Owned by others,,,
Framing Dames,"362 Old Kingston Road, Toronto, ON, M1C 3B6",362,Old Kingston Road,,Toronto,ON,M1C 3B6,44,,1,,,,,Owned by others,,,
West Hill United Church,"62 Orchard Park Drive, Toronto, ON, M1E 3T7",62,Orchard Park Drive,,Toronto,ON,M1E 3T7,44,1,,,,1,,Owned by others,,,
